Event_Id,Accident_Number,Event_Date,LOCATION,Country,Latitude,Longitude,Injury_Severity,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight
20080625X00912,ANC08CA070,5/27/08,"FAIRBANKS, AK",United States,64.815278,-147.526389,Non-Fatal,Airplane,N57787,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Unknown
20140905X10824,ANC14CA074,9/4/14,"FAIRBANKS, AK",United States,64.821945,-147.5225,Non-Fatal,Airplane,N2158A,Piper,PA 18-135,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20150904X10501,ANC15LA069,9/2/15,"NORTH POLE, AK",United States,64.821667,-147.521667,Non-Fatal,Airplane,N7494R,Piper,PA 28-140,No,1,Reciprocating,Personal,Unknown,0,0,1,1,VMC,Landing
20110531X71434,ANC11CA040,5/28/11,"CHICKALOON, AK",United States,61.811389,-147.509167,Non-Fatal,Airplane,N89424,Cessna,140,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20060621X00787,ANC06CA050,5/7/06,"CHICKALOON, AK",United States,61.811944,-147.506944,Non-Fatal,Airplane,N2396D,Cessna,170B,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20140807X40806,ANC14CA060,8/6/14,"ANDERSON, AK",United States,63.52,-147.5,Non-Fatal,Airplane,N3502W,Piper,PA 32-260,No,1,Reciprocating,Unknown,Valley Aviation Llc,0,0,0,2,VMC,Landing
20081003X62323,ANC08CA115,8/30/08,"FAIRBANKS, AK",United States,64.036944,-147.5,Non-Fatal,Airplane,N3414A,Piper,PA-22,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20060912X01332,ANC06CA111,8/14/06,"FAIRBANKS, AK",United States,65.590277,-147.498611,Non-Fatal,Airplane,N5402H,Piper,PA-14,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20090922X71120,ANC09CA105,9/21/09,"SEWARD, AK",United States,59.9375,-147.498055,Non-Fatal,Airplane,N2601P,Piper,PA-22,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20140715X65253,ANC14LA054,7/14/14,"SEWARD, AK",United States,59.916667,-147.494722,Non-Fatal,Airplane,N9083M,Cessna,180H,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20160803X72400,ANC16CA050,8/2/16,"NORTH POLE, AK",United States,64.759444,-147.392222,Non-Fatal,Airplane,N8512Q,Holley Carol L,ANTARES,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20080129X00123,ANC08LA030,12/26/07,"NORTH POLE, AK",United States,65.765278,-147.390555,Non-Fatal,Airplane,N7637D,Piper,PA-22-150,No,1,Reciprocating,Instructional,Unknown,0,0,0,2,VMC,Go-around
20130809X25429,ANC13CA075,8/8/13,"NORTH POLE, AK",United States,64.755556,-147.385833,Non-Fatal,Airplane,N75LE,Cessna,185D,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Unknown
20101001X52909,ANC10LA101,9/30/10,"NORTH POLE, AK",United States,64.750833,-147.383611,Non-Fatal,Airplane,N3569L,Cessna,150F,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20190603X34423,GAA19CA305,5/30/19,"FAIRBANKS, AK",United States,64.36,-147.36,Non-Fatal,Airplane,N9833M,Maule,M4,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20160920X74309,ANC16LA067,9/16/16,"FAIRBANKS, AK",United States,65.47,-147.338333,Non-Fatal,Airplane,N6464V,Helio,H 295,No,1,Reciprocating,Unknown,Wright Air Service,0,0,0,2,VMC,Takeoff
20110904X12946,ANC11CA094,9/4/11,"NORTH POLE, AK",United States,64.770556,-147.333611,Non-Fatal,Airplane,N78463,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20081003X62322,ANC08CA114,9/1/08,"FAIRBANKS, AK",United States,63.963333,-147.271111,Non-Fatal,Airplane,N91027,Cessna,207,No,1,Reciprocating,Unknown,"Wright Air Service, Inc.",0,0,4,Unknown,VMC,Landing
20140327X91749,ANC14CA021,3/27/14,"NORTH POLE, AK",United States,64.49,-147.25,Non-Fatal,Airplane,N3125D,Cessna,180,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Unknown
20090928X20418,ANC09CA107,9/26/09,"FAIRBANKS, AK",United States,63.966667,-147.25,Non-Fatal,Airplane,N5540A,Piper,PA-20,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20110904X11902,ANC11CA092,9/3/11,"DEADHORSE, AK",United States,69.25,-147.216667,Non-Fatal,Airplane,N83283,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Approach
20130812X12740,ANC13CA077,8/9/13,"ARCTIC VILLAGE, AK",United States,68.118056,-147.201389,Non-Fatal,Airplane,N286AM,Aviat Aircraft Inc,A-1B,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Maneuvering
20200408X83126,ANC20CA041,4/7/20,"CHICKALOON, AK",United States,61.539722,-147.134444,Non-Fatal,Airplane,N2791P,Piper,PA 18A,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Go-around
20180818X55332,GAA18CA494,8/12/18,"GILLIAM GLACIER, AK",United States,63.699722,-147.126389,Non-Fatal,Airplane,N9884D,Piper,PA18,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20150723X82826,ANC15CA054,7/21/15,"TALKEETNA, AK",United States,62.279167,-147.111389,Non-Fatal,Airplane,N323DH,Piper,PA 18-150,No,1,Reciprocating,Positioning,Unknown,0,0,0,1,VMC,Landing
20180814X72500,GAA18CA489,8/9/18,"VALDEZ, AK",United States,61.760556,-147.080556,Non-Fatal,Airplane,N7ZV,Maule,MX7,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20121026X75447,ANC13CA006,10/20/12,"CORDOVA, AK",United States,61.241389,-147.044444,Non-Fatal,Airplane,N3360P,Piper,PA-18-125,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20131126X92315,ANC14LA007,11/22/13,"DEADHORSE, AK",United States,70.008333,-147.022223,Non-Fatal,Airplane,N575X,Beech,1900C,No,2,Turbo Prop,Unknown,"Hageland Aviation Services, Inc (dba: Era Alaska)",0,0,0,3,IMC,Approach
20090417X21552,ANC09CA033,2/27/09,"FAIRBANKS, AK",United States,65.633333,-146.951667,Non-Fatal,Airplane,N3578Z,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Taxi
20140627X00304,ANC14CA047,6/25/14,"CANTWELL, AK",United States,63.389722,-146.900833,Non-Fatal,Airplane,N72842,Piper,PA 18,No,1,Reciprocating,Unknown,Sluice Box Inc (dba: Gracious House Flying Service),0,0,0,1,VMC,Takeoff
20081003X62313,ANC08CA125,9/15/08,"FAIRBANKS, AK",United States,63.930278,-146.851944,Non-Fatal,Airplane,N1170H,Aeronca,15AC,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20150922X53258,GAA15CA267,9/12/15,"DELTA JUNCTION, AK",United States,64.029445,-146.830278,Non-Fatal,Airplane,N4763U,Cessna,180H,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Go-around
20160928X65149,ANC16LA071,9/25/16,"DELTA JUNCTION, AK",United States,63.788889,-146.798611,Non-Fatal,Airplane,N68857,Helio,H-295,No,1,Reciprocating,Unknown,Wright Air Service (dba: Wright Air Service),0,0,0,1,VMC,Takeoff
20180831X21239,GAA18CA521,8/1/18,"FAIRBANKS, AK",United States,65.607222,-146.778889,Non-Fatal,Airplane,N437CC,Cub Crafters,CC18,No,1,Reciprocating,Public Aircraft - Federal,Unknown,0,0,0,2,VMC,Takeoff
20180618X33220,GAA18CA355,6/16/18,"SALCHA, AK",United States,64.477223,-146.774167,Non-Fatal,Airplane,N9098D,Piper,PA18,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20190618X71914,ANC19LA024,6/12/19,"NOME CREEK, AK",United States,65.337222,-146.726111,Non-Fatal,Airplane,N83391,Aeronca,7DC,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20160829X85955,ANC16LA060,8/27/16,"SALCHA, AK",United States,64.511111,-146.682223,Non-Fatal,Airplane,N8998Y,Piper,PA 18-150,No,1,Reciprocating,Personal,Unknown,0,1,0,Unknown,IMC,Cruise
20070628X00842,ANC07CA034,4/29/07,"DELTA JUNCTION, AK",United States,63.735,-146.590277,Non-Fatal,Airplane,N3613M,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20180627X30002,ANC18FA050,6/24/18,"DELTA JUNCTION, AK",United States,63.858611,-146.493055,Fatal,Airplane,N8664Y,Piper,PA 18-150,No,1,Reciprocating,Personal,Unknown,2,0,0,Unknown,Unknown,Cruise
20130813X72800,ANC13LA079,8/13/13,"PAXSON, AK",United States,62.956667,-146.384722,Non-Fatal,Airplane,N44RT,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Unknown
20120430X35846,ANC12TA035,4/27/12,"PAXON, AK",United States,63.180556,-146.323889,Non-Fatal,Airplane,N7059,Piper,PA-18-150,No,1,Reciprocating,Public Aircraft - State,Unknown,0,0,0,1,VMC,Landing
20160922X14250,GAA16CA503,9/21/16,"FAIRBANKS, AK",United States,63.482778,-146.284722,Non-Fatal,Airplane,N5892T,Cessna,185,No,1,Reciprocating,Personal,Unknown,0,0,1,1,VMC,Takeoff
20160721X51844,ANC16CA049,7/20/16,"CORDOVA, AK",United States,60.338333,-146.258056,Non-Fatal,Airplane,N1222V,Cessna,U206,No,1,Reciprocating,Personal,Unknown,0,0,0,5,VMC,Landing
20100913X45529,ANC10LA087,9/12/10,"PAXSON, AK",United States,62.835277,-146.235277,Non-Fatal,Airplane,N4038Y,Cessna,185A,No,1,Reciprocating,Personal,Unknown,0,1,3,Unknown,VMC,Takeoff
20150311X53257,ANC15CA013,3/1/15,"CORDOVA, AK",United States,60.365,-146.183889,Non-Fatal,Airplane,N4449P,Stinson,108,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20150914X02927,ANC15LA070,9/13/15,"DELTA JUNCTION, AK",United States,63.783334,-146.066667,Non-Fatal,Airplane,N6464V,Helio,H 295,No,1,Reciprocating,Unknown,Wright Air Service,0,0,0,3,VMC,Takeoff
20080415X00486,ANC08CA044,3/22/08,"FAIRBANKS, AK",United States,65.051944,-146.0475,Non-Fatal,Airplane,N180JP,Cessna,180,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Unknown
20101003X41532,ANC11CA001,10/1/10,"CHENA HOT SPRINGS, AK",United States,65.051667,-146.034722,Non-Fatal,Airplane,N4166M,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20151007X85353,GAA16CA008,10/6/15,"GLENNALLEN, AK",United States,62.241389,-146.012222,Non-Fatal,Airplane,N7879H,Piper,PA,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20110818X63753,ANC11CA081,8/16/11,"VALDEZ, AK",United States,60.939166,-145.955556,Non-Fatal,Airplane,N91134,Piper,PA-18-180,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20170528X22231,ANC17FA026,5/27/17,"SALCHA, AK",United States,64.6475,-145.878611,Fatal,Airplane,N57AT,Arctic Aircraft Co Inc,S 1B2,No,1,Reciprocating,Personal,Unknown,2,0,0,Unknown,VMC,Maneuvering
20110712X31519,ANC11CA063,7/10/11,"GULKANA, AK",United States,62.15,-145.783333,Non-Fatal,Airplane,N2318M,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20130920X50453,ANC13CA104,9/18/13,"DELTA JUNCTION, AK",United States,64.561667,-145.776667,Non-Fatal,Airplane,N7190D,Piper,PA 18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20140531X51559,ANC14CA031,5/28/14,"CORDOVA, AK",United States,60.5425,-145.7525,Non-Fatal,Airplane,N8929L,Piper,PA 18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20081024X02618,ANC08LA130,9/27/08,"DELTA JUNCTION, AK",United States,64.035277,-145.733611,Non-Fatal,Airplane,N289X,Maule,M-5-210C,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20150922X32524,ANC15CA072,9/7/15,"DELTA JUNCTION, AK",United States,64.015833,-145.726945,Non-Fatal,Airplane,N5947T,Cessna,150D,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20200603X81031,ANC19CA057,8/30/19,"ARCTIC VILLAGE, AK",United States,68.090156,-145.59938,Minor,Airplane,N7056D,Piper,PA22,No,1,Reciprocating,Personal,Unknown,0,0,1,1,VMC,Unknown
20110718X53000,ANC11FA065,7/17/11,"DELTA, AK",United States,64.030834,-145.586944,Fatal,Airplane,N92770,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,1,0,0,Unknown,VMC,Takeoff
20170724X13001,GAA17CA439,7/22/17,"ARCTIC VILLAGE, AK",United States,68.133889,-145.553889,Non-Fatal,Airplane,N5227R,Cessna,A185,No,1,Reciprocating,Unknown,Myles S. Thomas,0,0,0,3,VMC,Takeoff
20110411X83013,ANC11CA025,4/10/11,"DELTA JUNCTION, AK",United States,64.034722,-145.502222,Non-Fatal,Airplane,N3613M,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20110713X82004,ANC11CA064,7/13/11,"CORDOVA, AK",United States,60.5,-145.5,Non-Fatal,Airplane,N9255D,Piper,PA-18A 150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Approach
20190610X11943,GAA19CA327,6/7/19,"GULKANA, AK",United States,62.155,-145.454444,Non-Fatal,Airplane,N4057Y,Cessna,185,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20090903X64840,ANC09TA092,9/3/09,"GULKANA, AK",United States,62.155,-145.454444,Non-Fatal,Airplane,N37HY,Aviat Aircraft Inc,A-1B,No,1,Reciprocating,Public Aircraft - Federal,Unknown,0,0,0,1,VMC,Landing
20170828X44145,GAA17CA511,8/26/17,"GULKANA, AK",United States,62.169167,-145.410278,Non-Fatal,Airplane,N3233M,Piper,PA 12,No,1,Reciprocating,Ferry,Unknown,0,0,0,1,VMC,Cruise
20160913X24155,GAA16CA482,9/8/16,"GULKANA, AK",United States,62.203056,-145.395555,Non-Fatal,Airplane,N13833,Piper,PA18,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Maneuvering
20200715X05658,ANC20LA069,7/14/20,"BIRCH CREEK, AK",United States,66.576385,-145.255004,Non-Fatal,Airplane,N80166,Air Tractor,AT802,No,1,Turbo Prop,Firefighting,Aero Spray Inc,0,0,0,1,VMC,Unknown
20150217X50749,ANC15LA011,2/9/15,"GLENNALLEN, AK",United States,62.056389,-145.2525,Non-Fatal,Airplane,N9280C,Cessna,180,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Unknown
20160830X35738,GAA16CA458,8/25/16,"CENTRAL, AK",United States,65.266667,-145.233334,Non-Fatal,Airplane,N9575D,Piper,PA18,No,1,Reciprocating,Unknown,Swift Fork Air (dba: Swift Fork Air),0,0,0,2,VMC,Landing
20060929X01433,ANC06CA126,9/9/06,"FAIRBANKS, AK",United States,65.35,-145.233333,Non-Fatal,Airplane,N3764Z,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20081027X12391,ANC08CA108,8/14/08,"PALMER, AK",United States,61.7,-145.216667,Non-Fatal,Airplane,N3573Z,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20111116X70252,ANC12TA008,11/11/11,"DELTA JUNCTION, AK",United States,63.856111,-145.092777,Non-Fatal,Airplane,N88417,Bellanca,8GCBC,No,1,Reciprocating,Public Aircraft - State,Unknown,0,0,0,1,VMC,Landing
20090821X51934,ANC09CA085,8/19/09,"FAIRBANKS, AK",United States,65,-145.021111,Non-Fatal,Airplane,N72518,Cessna,140,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20200601X73939,ANC20CA054,5/24/20,"GULKANA, AK",United States,62.189998,-144.87583,Non-Fatal,Airplane,N72536,Cessna,120,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Unknown
20120511X40747,ANC12CA037,5/9/12,"GAKONA, AK",United States,62.191944,-144.866389,Non-Fatal,Airplane,N999JV,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20190917X44914,GAA19CA551,9/15/19,"HEALY, AK",United States,63.951111,-144.671667,Non-Fatal,Airplane,N4315M,Piper,PA 12,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20181002X14813,ANC18LA080,9/30/18,"DELTA JUNCTION, AK",United States,64.610556,-144.616945,Non-Fatal,Airplane,N5907Y,Piper,PA18,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Maneuvering
20151217X50308,ANC15CA075,9/3/15,"ARCTIC VILLAGE, AK",United States,68,-144.52,Non-Fatal,Airplane,N55WE,Dehavilland,BEAVER DHC 2 MK.1,No,1,Reciprocating,Business,Unknown,0,0,0,1,VMC,Takeoff
20140612X30848,ANC14LA040,6/9/14,"CHITINA, AK",United States,61.515556,-144.440277,Non-Fatal,Airplane,N29137,Cessna,U206C,No,1,Reciprocating,Unknown,Copper Valley Air Service,0,0,0,2,VMC,Unknown
20140911X31436,ANC14CA077,9/6/14,"GAKONA, AK",United States,62.785277,-144.373611,Non-Fatal,Airplane,N432X,Cessna,185,No,1,Reciprocating,Unknown,Copper Valley Air Service Llc,0,0,0,4,VMC,Takeoff
20120829X00403,ANC12CA094,8/28/12,"DELTA JUNCTION, AK",United States,64.55,-144.25,Non-Fatal,Airplane,N4316Z,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20150407X50222,ANC14LA091,9/28/14,"FT. YUKON, AK",United States,66.760833,-144.044166,Non-Fatal,Airplane,N7092H,Piper,J3,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Cruise
20160914X43846,GAA16CA486,9/3/16,"PALMER, AK",United States,61.331111,-144.032778,Non-Fatal,Airplane,N4831E,Champion,7GC,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20110509X41017,ANC11CA029,5/6/11,"CORDOVA, AK",United States,60.017778,-144.017778,Non-Fatal,Airplane,N1129A,Piper,PA-18-125,No,1,Reciprocating,Personal,Unknown,0,1,1,Unknown,VMC,Approach
20090817X32412,ANC09CA082,8/14/09,"KAKTOVIK, AK",United States,69.5,-144,Non-Fatal,Airplane,N83278,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,3,VMC,Takeoff
20120731X92703,ANC12LA080,7/31/12,"GAKONA, AK",United States,62.721111,-143.935277,Non-Fatal,Airplane,N7150E,Cessna,182B,No,1,Reciprocating,Personal,Unknown,0,1,1,Unknown,VMC,Unknown
20081003X62314,ANC08CA124,9/13/08,"SLANA, AK",United States,62.478611,-143.920556,Non-Fatal,Airplane,N3348M,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20090520X95252,ANC09LA047,5/16/09,"KAKTOVIC, AK",United States,64.302222,-143.840555,Non-Fatal,Airplane,N295SC,Helio,H-295,No,1,Reciprocating,Unknown,Alaska Flyers,0,0,0,3,VMC,Approach
20050624X00868,ANC05CA080,5/23/05,"DELTA JUNCTION, AK",United States,64.411111,-143.730556,Non-Fatal,Airplane,N1087A,Piper,PA-18,No,1,Reciprocating,Unknown,Unknown,0,0,0,1,VMC,Landing
20110824X01438,ANC11CA085,8/23/11,"TOK, AK",United States,63.266667,-143.666667,Non-Fatal,Airplane,N62019,Maule,M-5-210C,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20180816X11804,GAA18CA491,8/15/18,"BARTER ISLAND, AK",United States,70.131945,-143.623889,Unknown,Airplane,N206JM,Cessna,U206,No,1,Reciprocating,Unknown,Ground Imaging Inc,0,0,0,Unknown,VMC,Taxi
20110816X95236,ANC11LA080,8/16/11,"CAPE YAKATAGA, AK",United States,60.039444,-143.585833,Fatal,Airplane,N4205Z,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,2,0,0,Unknown,VMC,Takeoff
20060911X01326,ANC06CA115,8/16/06,"TOK, AK",United States,63.914444,-143.514167,Non-Fatal,Airplane,N8597D,Piper,PA-18,No,1,Reciprocating,Unknown,Forty Mile Air Ltd.,0,0,0,2,VMC,Takeoff
20100920X01223,ANC10CA095,9/16/10,"COAL CREEK, AK",United States,64.818334,-143.437222,Non-Fatal,Airplane,N9764P,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,2,Unknown,VMC,Landing
20080828X01352,ANC08TA107,8/19/08,"SLANA, AK",United States,62.533333,-143.233333,Non-Fatal,Airplane,N4151T,Piper,PA-18-150,No,1,Reciprocating,Public Aircraft,Unknown,0,0,0,2,VMC,Takeoff
20150616X52241,ANC15CA039,6/13/15,"MCCARTHY, AK",United States,60.837777,-143.215,Non-Fatal,Airplane,N3897Z,Piper,PA 18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20141014X20105,ANC15CA002,10/8/14,"CORDOVA, AK",United States,60.1075,-143.203611,Non-Fatal,Airplane,N82448,Piper,PA 18-150,No,1,Reciprocating,Business,Unknown,0,0,0,2,VMC,Landing
20110830X45215,ANC11CA089,8/29/11,"CAPE YAKATAGA, AK",United States,60.075,-143.104722,Non-Fatal,Airplane,N82448,Piper,PA-18-150,No,1,Reciprocating,Business,Unknown,0,0,0,2,VMC,Takeoff
20130813X12236,ANC13CA078,8/11/13,"MCCARTHY, AK",United States,61.904722,-143.056111,Non-Fatal,Airplane,N3897Z,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20131212X22541,ANC13CA108,9/7/13,"MENTASTA LAKE, AK",United States,62.738611,-143.003611,Non-Fatal,Airplane,N432X,Cessna,185,No,1,Reciprocating,Unknown,Copper Valley Air Service Llc,0,0,0,3,VMC,Landing
20120214X42025,ANC12CA022,2/10/12,"MCCARTHY, AK",United States,61.433889,-142.968889,Non-Fatal,Airplane,N46279,Cessna,172I,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20090918X20230,ANC09CA101,9/17/09,"TOK, AK",United States,63.316667,-142.956111,Non-Fatal,Airplane,N874SC,Piper,PA-18-180,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
2.02E+13,ANC20LA100,10/1/20,"TOK, AK",United States,63.329514,-142.95368,Non-Fatal,Airplane,N926LL,Cessna,180,No,1,Unknown,Personal,Unknown,0,0,0,1,VMC,Unknown
20120531X23634,ANC12CA044,5/30/12,"TOK, AK",United States,63.324445,-142.952222,Non-Fatal,Airplane,N9906C,Silvaire,LUSCOMBE 8F,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20190819X35614,GAA19CA500,7/27/19,"TOK, AK",United States,63.329445,-142.951944,Non-Fatal,Airplane,N82253,Piper,PA18,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20090724X23943,ANC09CA073,7/23/09,"TOK, AK",United States,63.316667,-142.95,Non-Fatal,Airplane,N39226,Taylorcraft,BC12-D,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20160721X15056,ANC16LA047,7/19/16,"MCCARTHY, AK",United States,61.428611,-142.925,Non-Fatal,Airplane,N151J,Aeropro Cz,A220,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20110804X74622,ANC11CA072,7/24/11,"MCCARTHY, AK",United States,62.433333,-142.9,Non-Fatal,Airplane,N85194,Aeronca,7AC,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20090918X95649,ANC09LA103,9/18/09,"NABESNA, AK",United States,62.274723,-142.883333,Non-Fatal,Airplane,N1169A,Piper,PA-18,No,1,Reciprocating,Other Work Use,Unknown,0,0,0,2,VMC,Takeoff
20050907X01407,ANC05CA119,8/8/05,"NABESNA, AK",United States,62.25,-142.833333,Non-Fatal,Airplane,N6480A,Cessna,182,No,1,Reciprocating,Personal,Unknown,0,0,1,2,VMC,Landing
20110622X24708,ANC11CA053,6/15/11,"MCCARTHY, AK",United States,61.033333,-142.7,Non-Fatal,Airplane,N1858A,Piper,PA-18A,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Taxi
20080806X01172,ANC08LA085,7/3/08,"MCCARTHY, AK",United States,61.148055,-142.625556,Non-Fatal,Airplane,N80596,Cessna,185,No,1,Reciprocating,Other Work Use,Unknown,0,0,0,1,VMC,Unknown
20190819X61711,GAA19CA497,8/15/19,"MCCARTHY, AK",United States,61.188055,-142.616111,Non-Fatal,Airplane,N2534M,Piper,PA 12,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20200825X95305,WPR20CA287,8/22/20,"TOK, AK",United States,63.194168,-142.571945,Unknown,Airplane,N7468D,Piper,PA18,No,1,Unknown,Personal,Unknown,0,0,0,0,VMC,Unknown
20160510X62431,ANC16CA025,5/5/16,"MCCARTHY, AK",United States,61.503889,-142.5625,Non-Fatal,Airplane,N5884D,Piper,PA 18-150,No,1,Reciprocating,Personal,Unknown,0,0,1,1,VMC,Maneuvering
20180909X95619,GAA18CA541,9/5/18,"NORTHWAY, AK",United States,62.300278,-142.533333,Non-Fatal,Airplane,N413CC,Cub Crafters Inc,CC18,No,1,Reciprocating,Other Work Use,Unknown,0,0,0,2,VMC,Cruise
20080430X00572,ANC08LA058,4/26/08,"TETLIN, AK",United States,63.125,-142.518334,Non-Fatal,Airplane,N10987,Bellanca,7GCBC,No,1,Reciprocating,Instructional,Unknown,0,0,0,2,VMC,Landing
20090817X40557,ANC09LA083,8/16/09,"MCCARTHY, AK",United States,61.55,-142.5,Non-Fatal,Airplane,N8209U,Cessna,185,No,1,Reciprocating,Unknown,Wrangell Mountain Air Inc (dba: Wrangell Mountain Air),0,0,0,4,VMC,Landing
20150608X04410,ANC15LA035,6/4/15,"MCCARTHY, AK",United States,61.456667,-142.471389,Fatal,Airplane,N985W,Piper,PA 18-150,No,1,Reciprocating,Instructional,Unknown,1,0,0,Unknown,VMC,Standing
20140923X04737,ANC14CA087,9/19/14,"ARCTIC VILLAGE, AK",United States,68.508611,-142.454444,Non-Fatal,Airplane,N333TB,Helio,H 250,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20031015X01731,ANC03CA110,9/7/03,"EAGLE, AK",United States,64.916667,-142.45,Non-Fatal,Airplane,N8597D,Piper,PA-18-180,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20190507X71836,GAA19CA251,5/3/19,"MCCARTHY, AK",United States,61.128611,-142.415278,Non-Fatal,Airplane,N456SF,De Havilland,DHC2,No,1,Turbo Prop,Personal,Unknown,0,0,0,1,VMC,Landing
20150929X65626,GAA15CA282,9/24/15,"ARCTIC VILLAGE, AK",United States,68.342777,-142.341389,Non-Fatal,Airplane,N2528C,Cessna,170B,No,1,Reciprocating,Personal,Unknown,0,0,1,1,VMC,Takeoff
